Ward No.,Household,Total Population,Total Male,Total Female
1,1482,6851,3330,3521
2,2407,9497,4790,4707
3,1592,6384,3187,3197
4,2239,9568,4836,4732
5,2441,10560,5278,5282
6,2251,8937,4420,4517
7,1257,5689,2735,2954
8,2278,9876,4862,5014
9,1225,5509,2703,2806
10,1274,5619,2758,2861
Total,18446,78490,38899,39591
