Ward No.,Household,Total Population,Total Male,Total Female
1,3670,14260,7421,6839
2,2666,9880,5209,4671
3,4889,18336,9445,8891
4,1922,8567,4340,4227
5,1417,6540,3268,3272
6,1671,7223,3635,3588
7,1579,6783,3440,3343
8,1099,5083,2634,2449
9,1389,6364,3331,3033
Total,20302,83036,42723,40313
