Ward No.,Household,Total Population,Total Male,Total Female
1,1198,5893,2768,3125
2,1142,5958,2828,3130
3,969,5715,2773,2942
4,953,6015,2886,3129
5,1968,12309,6200,6109
Total,6230,35890,17455,18435
