Ward No.,Household,Total Population,Total Male,Total Female
1,674,3741,1768,1973
2,867,4852,2367,2485
3,860,5124,2546,2578
4,746,4813,2500,2313
5,906,6004,3077,2927
6,711,4625,2378,2247
7,827,5473,2796,2677
8,809,4814,2452,2362
9,986,5795,2903,2892
Total,7386,45241,22787,22454
