Ward No.,Household,Total Population,Total Male,Total Female
1,414,2214,1092,1122
2,493,2304,1154,1150
3,611,2550,1238,1312
4,361,2084,1026,1058
5,418,1917,955,962
6,335,1866,942,924
7,469,2713,1344,1369
8,384,2125,1009,1116
9,418,2480,1244,1236
10,696,3903,1918,1985
11,294,1586,759,827
12,405,2107,1036,1071
13,260,1429,695,734
14,921,4953,2374,2579
15,799,4715,2333,2382
16,1096,6627,3185,3442
17,927,5359,2626,2733
18,981,5913,2922,2991
Total,10282,56845,27852,28993
