Ward No.,Household,Total Population,Total Male,Total Female
1,449,2478,1203,1275
2,381,2082,1014,1068
3,471,2673,1277,1396
4,792,4654,2186,2468
5,559,3222,1500,1722
6,714,3934,1855,2079
7,648,3780,1719,2061
8,346,1847,783,1064
Total,4360,24670,11537,13133
