Ward No.,Household,Total Population,Total Male,Total Female
1,643,3337,1608,1729
2,201,1220,640,580
3,820,4382,2111,2271
4,762,4057,1960,2097
5,501,2848,1405,1443
6,514,2837,1324,1513
7,424,2282,1085,1197
8,710,3801,1706,2095
Total,4575,24764,11839,12925
