Ward No.,Household,Total Population,Total Male,Total Female
1,964,5032,2286,2746
2,803,4028,1736,2292
3,545,2627,1172,1455
4,1054,4994,2208,2786
5,767,3855,1631,2224
6,509,2457,1177,1280
7,471,2156,936,1220
Total,5113,25149,11146,14003
