Ward No.,Household,Total Population,Total Male,Total Female
1,445,2630,1234,1396
2,241,1281,587,694
3,509,2800,1335,1465
4,705,4199,2027,2172
5,1031,5989,2942,3047
6,828,4653,2254,2399
7,598,3614,1730,1884
Total,4357,25166,12109,13057
