Ward No.,Household,Total Population,Total Male,Total Female
1,354,1599,692,907
2,368,1780,731,1049
3,833,4452,2022,2430
4,412,2060,890,1170
5,605,3081,1273,1808
6,801,4387,1888,2499
Total,3373,17359,7496,9863
