Ward No.,Household,Total Population,Total Male,Total Female
1,344,2672,1415,1257
2,689,5389,2829,2560
3,492,3447,1835,1612
4,329,2361,1194,1167
5,369,2846,1483,1363
6,521,3418,1815,1603
7,441,3090,1537,1553
Total,3185,23223,12108,11115
