Ward No.,Household,Total Population,Total Male,Total Female
1,771,5660,2992,2668
2,735,5145,2694,2451
3,582,4107,2135,1972
4,330,2214,1181,1033
5,977,6659,3545,3114
Total,3395,23785,12547,11238
