Ward No.,Household,Total Population,Total Male,Total Female
1,527,3864,2007,1857
2,569,4098,2113,1985
3,588,4226,2197,2029
4,433,3041,1602,1439
5,355,2441,1252,1189
6,556,3881,1954,1927
7,560,4435,2324,2111
8,447,3551,1831,1720
Total,4035,29537,15280,14257
