Ward No.,Household,Total Population,Total Male,Total Female
1,741,5033,2541,2492
2,451,3555,1817,1738
3,375,2566,1313,1253
4,427,3306,1694,1612
5,433,3344,1795,1549
6,448,3360,1745,1615
7,746,5108,2666,2442
8,508,3738,1874,1864
9,578,4163,2093,2070
Total,4707,34173,17538,16635
