Ward No.,Household,Total Population,Total Male,Total Female
1,505,3498,1788,1710
2,274,1655,838,817
3,540,3768,1938,1830
4,530,3900,2029,1871
5,696,4757,2464,2293
6,617,3999,2062,1937
7,349,2637,1376,1261
8,449,3338,1681,1657
Total,3960,27552,14176,13376
