Ward No.,Household,Total Population,Total Male,Total Female
1,937,4974,2359,2615
2,992,5905,2959,2946
3,932,4769,2210,2559
4,953,5510,2678,2832
5,801,4459,2186,2273
6,757,3940,1771,2169
7,1037,6046,2922,3124
8,1228,6203,2844,3359
9,1414,6734,3027,3707
Total,9051,48540,22956,25584
