Ward No.,Household,Total Population,Total Male,Total Female
1,846,5077,2406,2671
2,838,5087,2457,2630
3,729,4324,2172,2152
4,810,4728,2294,2434
5,980,5835,2813,3022
6,922,6051,2970,3081
7,1187,6979,3509,3470
8,755,4853,2359,2494
9,735,5053,2511,2542
Total,7802,47987,23491,24496
