Ward No.,Household,Total Population,Total Male,Total Female
1,769,4559,2229,2330
2,338,2060,1038,1022
3,590,3036,1451,1585
4,586,3247,1590,1657
5,419,2246,1138,1108
6,660,3776,1883,1893
Total,3362,18924,9329,9595
