Ward No.,Household,Total Population,Total Male,Total Female
1,1280,6668,3219,3449
2,771,4060,1801,2259
3,825,4356,1960,2396
4,1265,6519,3003,3516
5,829,5270,2622,2648
6,1152,5983,2746,3237
7,937,5296,2486,2810
8,1017,5570,2699,2871
9,785,4377,2136,2241
10,585,3549,1709,1840
11,626,3666,1740,1926
Total,10072,55314,26121,29193
