Ward No.,Household,Total Population,Total Male,Total Female
1,1723,8531,4138,4393
2,1662,7433,3658,3775
3,1519,7569,3493,4076
4,1399,7585,3666,3919
5,1075,5764,2777,2987
6,1177,6233,2899,3334
7,887,4571,2040,2531
8,1246,7174,3469,3705
9,1098,6359,2967,3392
10,1165,6377,2952,3425
11,961,4979,2196,2783
12,1003,5443,2387,3056
Total,14915,78018,36642,41376
