Ward No.,Household,Total Population,Total Male,Total Female
1,1143,5948,2802,3146
2,1054,5987,2892,3095
3,822,4577,2142,2435
4,981,5735,2802,2933
5,963,6025,2925,3100
6,740,4411,2090,2321
Total,5703,32683,15653,17030
