Ward No.,Household,Total Population,Total Male,Total Female
1,685,3205,1379,1826
2,910,4168,1757,2411
3,789,3779,1775,2004
4,772,3729,1741,1988
5,547,2917,1367,1550
6,613,2945,1265,1680
7,625,3404,1598,1806
8,716,4066,1833,2233
Total,5657,28213,12715,15498
