Ward No.,Household,Total Population,Total Male,Total Female
1,867,4567,2027,2540
2,798,3865,1670,2195
3,506,2696,1203,1493
4,602,3261,1419,1842
5,555,3031,1350,1681
6,650,3815,1722,2093
7,424,2396,1113,1283
Total,4402,23631,10504,13127
