Ward No.,Household,Total Population,Total Male,Total Female
1,374,1972,921,1051
2,383,2012,906,1106
3,404,1994,937,1057
4,319,1720,796,924
5,580,3020,1418,1602
6,446,2420,1075,1345
7,510,2896,1381,1515
Total,3016,16034,7434,8600
