Ward No.,Household,Total Population,Total Male,Total Female
1,327,1873,850,1023
2,523,2732,1244,1488
3,580,3086,1360,1726
4,520,3195,1502,1693
5,492,2972,1400,1572
6,554,3548,1649,1899
7,459,2603,1212,1391
Total,3455,20009,9217,10792
