Ward No.,Household,Total Population,Total Male,Total Female
1,587,2989,1310,1679
2,952,4650,2072,2578
3,593,3098,1398,1700
4,823,4333,1883,2450
5,653,3527,1587,1940
6,410,2181,1029,1152
Total,4018,20778,9279,11499
