Ward No.,Household,Total Population,Total Male,Total Female
1,417,1912,892,1020
2,520,2486,1150,1336
3,494,2513,1108,1405
4,346,1885,917,968
5,395,2085,968,1117
Total,2172,10881,5035,5846
