Ward No.,Household,Total Population,Total Male,Total Female
1,545,2435,1155,1280
2,647,2723,1317,1406
3,858,3719,1834,1885
4,572,2579,1245,1334
5,660,2961,1462,1499
6,1069,4718,2376,2342
Total,4351,19135,9389,9746
