Ward No.,Household,Total Population,Total Male,Total Female
1,932,4045,1917,2128
2,591,2563,1233,1330
3,634,2927,1386,1541
4,631,3008,1496,1512
5,1139,5101,2538,2563
6,968,3821,1803,2018
7,1435,5132,2538,2594
8,902,3922,1883,2039
9,1427,5758,2722,3036
10,1137,4978,2451,2527
11,799,3616,1745,1871
12,788,3665,1749,1916
Total,11383,48536,23461,25075
