Ward No.,Household,Total Population,Total Male,Total Female
1,868,4744,2153,2591
2,1106,6150,2841,3309
3,728,4758,2332,2426
4,320,1918,910,1008
5,738,4379,2004,2375
Total,3760,21949,10240,11709
