Ward No.,Household,Total Population,Total Male,Total Female
1,631,4664,2321,2343
2,493,3432,1692,1740
3,572,3819,1857,1962
4,859,5350,2608,2742
5,493,2589,1248,1341
6,592,2715,1360,1355
Total,3640,22569,11086,11483
