Ward No.,Household,Total Population,Total Male,Total Female
1,721,4396,2104,2292
2,751,3878,1899,1979
3,791,4213,1893,2320
4,775,4418,2143,2275
5,833,4450,2109,2341
6,1254,6828,3245,3583
7,1048,6077,2942,3135
8,1104,5814,2537,3277
9,1283,6683,3118,3565
Total,8560,46757,21990,24767
