Ward No.,Household,Total Population,Total Male,Total Female
1,1178,6568,3311,3257
2,618,3390,1549,1841
3,726,4135,2081,2054
4,909,5238,2706,2532
5,1122,5768,2780,2988
6,993,5848,3066,2782
7,944,4577,2232,2345
Total,6490,35524,17725,17799
