Ward No.,Household,Total Population,Total Male,Total Female
1,602,3689,1871,1818
2,1062,7705,3786,3919
3,584,3640,1684,1956
4,919,5250,2551,2699
5,942,5270,2597,2673
6,611,4518,2336,2182
7,662,3719,1914,1805
Total,5382,33791,16739,17052
