Ward No.,Household,Total Population,Total Male,Total Female
1,834,4871,2482,2389
2,695,4251,2156,2095
3,1013,6307,3213,3094
4,834,4995,2549,2446
5,652,4145,2152,1993
6,839,4960,2455,2505
7,872,5293,2652,2641
8,602,3925,1978,1947
Total,6341,38747,19637,19110
