Ward No.,Household,Total Population,Total Male,Total Female
1,877,5147,2559,2588
2,953,5429,2836,2593
3,1213,6728,3336,3392
4,510,2970,1500,1470
5,560,3150,1574,1576
6,748,4006,2009,1997
Total,4861,27430,13814,13616
