Ward No.,Household,Total Population,Total Male,Total Female
1,808,5069,2642,2427
2,797,5241,2869,2372
3,845,4626,2330,2296
4,1051,6033,2827,3206
5,644,4325,2136,2189
6,664,4021,2027,1994
Total,4809,29315,14831,14484
