Ward No.,Household,Total Population,Total Male,Total Female
1,402,2536,1253,1283
2,693,3929,1856,2073
3,461,3085,1539,1546
4,579,3219,1607,1612
5,620,3456,1745,1711
6,367,2353,1162,1191
7,649,3969,2016,1953
8,494,3342,1696,1646
9,961,5137,2341,2796
Total,5226,31026,15215,15811
