Ward No.,Household,Total Population,Total Male,Total Female
1,977,4302,1855,2447
2,751,3368,1542,1826
3,798,3746,1722,2024
4,1058,5147,2542,2605
5,1000,4684,2286,2398
6,562,2466,1207,1259
7,1004,4888,2391,2497
8,766,3336,1532,1804
9,828,3831,1726,2105
10,1026,4494,2106,2388
11,660,2695,1205,1490
12,766,3638,1694,1944
Total,10196,46595,21808,24787
