Ward No.,Household,Total Population,Total Male,Total Female
1,559,2394,1112,1282
2,337,1409,664,745
3,513,2302,1070,1232
4,381,2083,1000,1083
5,344,1754,819,935
6,574,2878,1390,1488
7,497,2399,1162,1237
8,335,1676,789,887
9,786,3737,1757,1980
10,504,2590,1224,1366
11,704,3609,1674,1935
12,362,1915,870,1045
Total,5896,28746,13531,15215
