Ward No.,Household,Total Population,Total Male,Total Female
1,359,2260,1145,1115
2,393,2577,1278,1299
3,376,2339,1104,1235
4,311,1745,820,925
5,351,2196,1074,1122
6,371,2415,1174,1241
7,338,2139,1082,1057
8,411,2612,1264,1348
Total,2910,18283,8941,9342
