Ward No.,Household,Total Population,Total Male,Total Female
1,304,1629,816,813
2,553,2602,1202,1400
3,482,2314,1058,1256
4,864,3973,1785,2188
5,611,2789,1285,1504
6,787,3470,1533,1937
Total,3601,16777,7679,9098
