Ward No.,Household,Total Population,Total Male,Total Female
1,786,3246,1472,1774
2,350,1731,854,877
3,256,1161,543,618
4,487,2068,943,1125
5,489,1763,792,971
6,316,1322,598,724
7,303,1185,526,659
8,529,1885,864,1021
9,530,2429,1161,1268
10,467,2126,1063,1063
Total,4513,18916,8816,10100
