Ward No.,Household,Total Population,Total Male,Total Female
1,343,1509,736,773
2,479,2237,1039,1198
3,627,2669,1225,1444
4,441,2050,966,1084
5,726,3603,1526,2077
6,675,3061,1445,1616
7,478,1897,825,1072
8,530,2272,1007,1265
9,365,1531,699,832
Total,4664,20829,9468,11361
