Ward No.,Household,Total Population,Total Male,Total Female
1,557,2656,1245,1411
2,538,2660,1286,1374
3,239,1071,518,553
4,470,2041,916,1125
5,647,2945,1379,1566
6,578,2476,1126,1350
7,584,2753,1346,1407
8,717,3521,1633,1888
9,546,2589,1134,1455
Total,4876,22712,10583,12129
