Ward No.,Household,Total Population,Total Male,Total Female
1,670,3247,1544,1703
2,622,2776,1399,1377
3,481,2327,1058,1269
4,470,2090,926,1164
5,563,2590,1191,1399
6,640,2784,1306,1478
7,626,2809,1363,1446
8,551,2491,1166,1325
9,696,2866,1361,1505
10,782,3265,1500,1765
11,667,2965,1358,1607
12,560,2449,1148,1301
Total,7328,32659,15320,17339
