Ward No.,Household,Total Population,Total Male,Total Female
1,530,3162,1472,1690
2,584,3599,1700,1899
3,509,2707,1218,1489
4,404,2006,901,1105
5,461,2126,934,1192
6,800,3640,1647,1993
7,598,2875,1334,1541
8,541,2493,1104,1389
9,667,3237,1533,1704
Total,5094,25845,11843,14002
