Ward No.,Household,Total Population,Total Male,Total Female
1,556,3062,1524,1538
2,571,3643,1688,1955
3,541,3146,1514,1632
4,480,2916,1390,1526
5,386,2338,1111,1227
6,389,2170,1060,1110
Total,2923,17275,8287,8988
