Ward No.,Household,Total Population,Total Male,Total Female
1,562,3149,1579,1570
2,487,2745,1387,1358
3,721,3969,1952,2017
4,474,2738,1346,1392
5,542,3168,1550,1618
6,541,3127,1575,1552
Total,3327,18896,9389,9507
