Ward No.,Household,Total Population,Total Male,Total Female
1,921,4292,2335,1957
2,565,3110,1591,1519
3,174,1089,542,547
4,227,1443,705,738
5,351,2070,1023,1047
6,356,2173,1060,1113
7,142,841,419,422
8,275,1711,854,857
9,205,1275,639,636
10,211,1263,646,617
11,185,1021,520,501
Total,3612,20288,10334,9954
