Ward No.,Household,Total Population,Total Male,Total Female
1,683,3193,1372,1821
2,588,2775,1249,1526
3,785,4005,1813,2192
4,455,2657,1231,1426
5,507,3120,1556,1564
6,535,3527,1712,1815
Total,3553,19277,8933,10344
