Ward No.,Household,Total Population,Total Male,Total Female
1,409,1901,833,1068
2,546,2177,954,1223
3,725,3050,1346,1704
4,675,2884,1313,1571
5,623,3079,1464,1615
6,552,2828,1301,1527
7,333,1597,783,814
8,255,1091,496,595
9,500,2467,1108,1359
Total,4618,21074,9598,11476
