Ward No.,Household,Total Population,Total Male,Total Female
1,192,847,389,458
2,263,1252,581,671
3,322,1519,652,867
4,284,1224,528,696
5,301,1479,706,773
6,261,1282,601,681
7,338,1661,791,870
8,411,2044,945,1099
9,585,2741,1329,1412
Total,2957,14049,6522,7527
