Ward No.,Household,Total Population,Total Male,Total Female
1,409,1724,780,944
2,331,1439,662,777
3,514,2236,1027,1209
4,405,2030,963,1067
5,385,1611,742,869
6,563,2999,1359,1640
7,317,1383,631,752
8,410,1774,804,970
Total,3334,15196,6968,8228
