Ward No.,Household,Total Population,Total Male,Total Female
1,447,1996,870,1126
2,743,3070,1374,1696
3,607,2390,1053,1337
4,751,2707,1216,1491
5,694,2846,1283,1563
6,388,1762,755,1007
7,583,2365,1100,1265
8,419,1664,721,943
9,545,2126,915,1211
10,459,2106,931,1175
11,837,3095,1465,1630
12,521,1868,942,926
Total,6994,27995,12625,15370
