Ward No.,Household,Total Population,Total Male,Total Female
1,583,2417,1100,1317
2,759,3180,1475,1705
3,264,1165,521,644
4,454,1881,866,1015
5,309,1429,651,778
6,439,2185,1026,1159
7,406,1945,935,1010
8,455,2039,955,1084
Total,3669,16241,7529,8712
