Ward No.,Household,Total Population,Total Male,Total Female
1,836,3697,1566,2131
2,740,3112,1312,1800
3,649,2906,1236,1670
4,754,3188,1374,1814
5,734,3149,1336,1813
6,614,2823,1225,1598
7,645,2843,1323,1520
Total,4972,21718,9372,12346
