Ward No.,Household,Total Population,Total Male,Total Female
1,491,2081,893,1188
2,438,2027,867,1160
3,515,2254,966,1288
4,727,3179,1361,1818
5,455,2034,882,1152
6,632,2758,1195,1563
7,648,3010,1300,1710
Total,3906,17343,7464,9879
