Ward No.,Household,Total Population,Total Male,Total Female
1,526,2424,989,1435
2,482,2152,914,1238
3,478,1992,858,1134
4,550,2436,1025,1411
5,710,3148,1343,1805
6,538,2422,1041,1381
7,653,2836,1203,1633
8,747,3196,1359,1837
9,766,3274,1401,1873
10,484,2126,897,1229
Total,5934,26006,11030,14976
