Ward No.,Household,Total Population,Total Male,Total Female
1,464,1902,850,1052
2,418,1776,785,991
3,446,1896,829,1067
4,845,3515,1496,2019
5,531,2220,984,1236
6,604,2719,1188,1531
7,505,2225,979,1246
8,492,2160,934,1226
Total,4305,18413,8045,10368
