Ward No.,Household,Total Population,Total Male,Total Female
1,1102,7293,3546,3747
2,792,6908,3560,3348
3,920,6762,3394,3368
4,722,5648,2847,2801
5,760,5356,2708,2648
6,716,5561,2831,2730
7,688,4827,2424,2403
8,807,5863,2888,2975
Total,6507,48218,24198,24020
