Ward No.,Household,Total Population,Total Male,Total Female
1,864,3437,1575,1862
2,984,3571,1669,1902
3,1134,4330,2140,2190
4,644,2448,1077,1371
5,1140,4198,1818,2380
6,1312,4626,2264,2362
7,862,3364,1521,1843
8,775,2799,1182,1617
9,924,3713,1734,1979
Total,8639,32486,14980,17506
