Ward No.,Household,Total Population,Total Male,Total Female
1,648,2506,1175,1331
2,592,2198,994,1204
3,768,3056,1375,1681
4,622,2405,1087,1318
5,569,2318,1064,1254
6,760,2845,1306,1539
7,540,2101,978,1123
8,580,2447,1116,1331
Total,5079,19876,9095,10781
