Ward No.,Household,Total Population,Total Male,Total Female
1,1109,4573,2049,2524
2,474,1891,866,1025
3,558,2339,1076,1263
4,918,3705,1596,2109
5,623,2816,1274,1542
6,626,2637,1154,1483
7,533,2249,1000,1249
Total,4841,20210,9015,11195
